id,nome,idade,sexo,"estado, renda_mensal"
7854,Giovanna Santos,24,M,DF,1864.43
7855,Heloisa Cavalcante,76,F,CE,5820.31
7856,Luiz Gustavo Costa,56,M,PR,5922.92
7857,Luiz Miguel Caldeira,79,F,AP,8076.56
7858,Oliver Rios,70,M,BA,6836.79
7859,Guilherme Peixoto,80,M,RS,2188.77
7860,Pietra da Mata,73,F,PB,7977.33
7861,Léo Lima,60,M,ES,6240.65
7862,Sr. Davi Cardoso,80,F,RO,3281.25
7863,Ana Liz da Conceição,68,F,SE,8844.01
7864,Enzo Cassiano,69,F,PA,1862.66
7865,Letícia Pires,91,M,CE,8584.09
7866,João Dias,90,M,MG,1101.07
7867,João Vieira,50,M,RJ,8827.31
7868,Francisco Pacheco,99,M,DF,8596.52
7869,Benicio Viana,60,F,AC,4443.42
7870,Giovanna Abreu,83,F,SE,4641.9
7871,Maria Sophia Costa,57,M,RS,3969.45
7872,Alana Siqueira,70,M,AP,2850.3
7873,Catarina Vieira,25,M,SC,4344.81
7874,José Miguel Rezende,31,F,TO,9074.9
7875,Valentim Cirino,38,F,PI,8301.4
7876,Sr. Luiz Miguel Albuquerque,84,M,RR,7600.22
7877,João Vitor Pires,24,M,BA,9104.51
7878,Lorenzo Nascimento,40,F,PR,3094.88
7879,Júlia Freitas,56,F,AC,9477.4
7880,Bruno da Rocha,73,F,AC,4446.56
7881,Lucas Gabriel Marques,47,F,DF,6669.09
7882,Sr. João Miguel Oliveira,41,F,RJ,4201.25
7883,Raquel Aparecida,46,F,ES,9362.31
7884,Carolina Lopes,41,M,PI,9868.87
7885,Ravi Lucca Vargas,67,F,AP,5770.04
7886,Sr. Gael Henrique Ribeiro,65,F,RJ,5874.74
7887,Davi Lucas Moura,31,F,MS,9345.19
7888,Fernanda Moreira,37,M,RS,7348.73
7889,Dra. Marina Pires,56,M,AC,7151.4
7890,Henry Costa,19,M,MT,5910.42
7891,Luiz Felipe Melo,73,M,RO,5390.52
7892,Lívia Fogaça,86,F,PA,2738.36
7893,Ana Júlia Farias,86,F,RJ,3973.83
7894,Olívia Pereira,39,F,SE,3844.61
7895,Bruno Novais,50,F,RR,4281.61
7896,Mateus da Cunha,86,F,ES,7997.62
7897,Milena Rezende,88,M,PA,9382.82
7898,Augusto Alves,84,M,TO,4797.2
7899,Emanuelly Leão,84,M,PI,5673.92
7900,Levi Rios,58,F,AL,7701.74
7901,Vinicius Pacheco,74,F,AL,5704.22
7902,Ágatha da Paz,78,M,PI,6767.73
7903,Luna Freitas,89,F,AL,7854.12
7904,Alexandre Machado,52,F,RN,8005.12
7905,Calebe Almeida,85,F,GO,7630.34
7906,Pedro Lucas Farias,89,M,CE,5431.27
7907,Nicolas Souza,74,M,RR,7175.39
7908,Sr. João Miguel Teixeira,65,F,CE,3063.99
7909,Luna Cavalcanti,63,F,SC,8111.63
7910,Alexandre Garcia,48,F,RJ,4310.57
7911,Maria Fernanda Vargas,68,F,RR,4431.44
7912,Dr. Théo Lopes,33,M,PB,9375.45
7913,João Vitor Siqueira,18,M,AC,3168.34
7914,Sra. Sara Moura,58,M,CE,8212.62
7915,Otto Macedo,73,M,PA,5690.34
7916,Lucas Gabriel Cavalcanti,77,F,DF,6366.23
7917,Dra. Catarina Carvalho,99,M,BA,3850.67
7918,Aurora Moura,85,F,TO,8145.0
7919,Gabrielly Pimenta,70,M,ES,8795.4
7920,Dra. Bárbara Pastor,38,F,RJ,2667.14
7921,Ana Laura Albuquerque,30,F,AC,4133.66
7922,Ísis Monteiro,70,M,RR,3309.11
7923,Isaque Rios,19,F,PE,8413.85
7924,Dr. Brayan Duarte,36,F,PA,7237.26
7925,Bernardo Lima,87,F,DF,8789.13
7926,Oliver Farias,26,F,RJ,6706.99
7927,Mateus Campos,60,F,RS,6119.89
7928,Lorenzo Rezende,54,M,MG,1152.48
7929,Isaque Montenegro,40,M,PI,7011.85
7930,Davi Lucas da Rocha,73,M,DF,5549.38
7931,Rodrigo da Cunha,46,M,MA,9716.91
7932,Mariah Marques,53,F,GO,7407.34
7933,Beatriz Albuquerque,51,F,AL,7546.33
7934,Fernanda Castro,59,M,GO,9425.85
7935,Ravi da Costa,95,F,BA,7865.22
7936,Isabella Mendes,84,M,RO,9891.85
7937,Sra. Maria Cecília Cunha,59,F,SE,4492.68
7938,Nathan Duarte,55,M,AM,6399.24
7939,Sofia Rios,83,F,PA,2354.53
7940,Sophie Pereira,54,F,MG,4396.12
7941,Maria Cecília Rezende,96,F,TO,6860.37
7942,Bianca Silva,55,F,GO,8929.37
7943,Anthony Silveira,37,M,GO,8358.22
7944,Yasmin Lima,64,F,AL,2641.72
7945,Kevin Leão,81,F,AM,8122.26
7946,Diego Freitas,76,F,TO,7694.72
7947,Sra. Caroline Peixoto,62,M,TO,7689.17
7948,João Vitor da Mata,90,F,SP,5015.07
7949,Liam da Luz,47,F,MG,3024.02
7950,Arthur Moreira,78,M,SE,8228.22
7951,Luiz Henrique Ferreira,74,F,BA,1403.61
7952,Dra. Maria Liz Viana,54,F,SC,6350.26
7953,Evelyn Santos,61,F,PR,4024.48
7954,Fernanda Almeida,33,F,MT,2007.68
7955,Vicente Vargas,18,F,MA,2323.27
7956,Ana Lívia Martins,30,M,TO,7839.18
7957,Maria Almeida,43,F,AP,9797.02
7958,Ana Laura Siqueira,21,F,PA,9544.58
7959,Sarah Araújo,62,F,CE,7586.68
7960,Maitê Pastor,96,M,PA,7311.03
7961,Dr. Otto Pacheco,80,F,PE,5118.29
7962,Liz Azevedo,75,F,DF,2387.41
7963,Cauê Farias,24,M,SP,7263.58
7964,Melissa Nascimento,77,M,SE,6144.21
7965,Oliver Albuquerque,73,M,AM,3973.68
7966,Rebeca Freitas,94,M,CE,7761.33
7967,Benicio Vieira,19,M,MA,8666.53
7968,Dr. Théo Nascimento,51,M,AC,8365.1
7969,Júlia Fernandes,81,M,RO,4255.64
7970,Léo Jesus,88,F,PR,3577.98
7971,Emanuel Castro,71,F,MT,4433.22
7972,Beatriz Rodrigues,86,F,RS,4810.72
7973,Letícia Sá,50,M,PR,7414.18
7974,Vitor da Conceição,77,M,SC,6340.41
7975,Ana Beatriz Pereira,55,M,MS,1461.16
7976,Luiz Miguel Albuquerque,80,M,SC,8489.17
7977,Dr. João Felipe Jesus,86,M,CE,4068.26
7978,Lorenzo Lima,62,F,RN,1109.24
7979,Ana Clara Pires,61,F,CE,7817.48
7980,Sr. Arthur Ramos,45,F,ES,9243.37
7981,Vicente da Mota,48,M,AC,9541.9
7982,Maria Liz Nogueira,78,F,TO,3466.8
7983,Ana Cecília Andrade,94,F,RS,8674.22
7984,Davi Miguel Ferreira,80,M,RR,9379.37
7985,Sofia Costela,96,M,MT,4414.42
7986,Arthur Miguel Mendes,62,F,MT,6201.59
7987,Ian Vieira,70,F,RS,6201.36
7988,Srta. Helena Ribeiro,49,M,MA,3421.13
7989,Gael Dias,77,F,RJ,2379.79
7990,Zoe Mendonça,32,M,MG,7924.08
7991,Sophie da Luz,40,F,CE,3607.69
7992,Elisa Cunha,94,F,PB,7056.11
7993,Eloá Jesus,46,M,RO,2767.84
7994,Sr. Benicio Sales,41,M,MS,6677.62
7995,Sr. Thomas Vasconcelos,49,F,PA,7819.39
7996,Emanuelly Novaes,62,F,PE,8941.06
7997,Ágatha Correia,57,F,SE,8753.48
7998,Breno Souza,42,F,SE,4629.02
7999,Sr. Pietro Pacheco,45,M,AM,1065.29
8000,Antony das Neves,98,M,SE,4418.94
8001,Pietra da Costa,80,F,PE,8623.97
8002,Isaque Silveira,35,M,CE,4430.94
8003,Diogo Machado,44,M,DF,1929.19
8004,Evelyn Barros,68,M,RR,8483.95
8005,Yasmin Andrade,86,M,PI,2431.86
8006,Dra. Maria Isis Gonçalves,46,M,AM,9426.5
8007,Sr. Juan Sampaio,81,F,SP,1045.86
8008,Arthur Gabriel Oliveira,65,M,AP,6353.44
8009,Gael Dias,79,M,TO,1471.18
8010,Maria Flor Sousa,31,F,CE,2293.48
8011,Dra. Lívia Ribeiro,98,F,SE,3219.47
8012,Antony Casa Grande,34,F,AP,1550.04
8013,Liz da Cunha,70,F,AC,8473.65
8014,Rodrigo da Mata,73,M,AM,1112.91
8015,Lucas da Cunha,22,M,PE,1444.24
8016,Sabrina Farias,56,M,PI,6460.02
8017,Eloá da Rocha,83,M,AP,5481.09
8018,Stella da Mota,71,M,ES,8393.56
8019,Caroline Pinto,77,F,RR,3397.46
8020,Gabriel Guerra,19,F,CE,6196.75
8021,Yasmin Correia,53,F,AM,5798.19
8022,Maria Julia Cavalcanti,59,F,RJ,5566.26
8023,Agatha Aragão,85,M,TO,3344.16
8024,Ana Clara Pimenta,85,M,MS,2008.17
8025,Dra. Hadassa Cassiano,69,F,MS,9783.82
8026,Maya Ferreira,85,M,AM,6228.33
8027,Dr. Enrico Mendonça,23,M,SC,3427.44
8028,Maria Vitória Montenegro,49,M,AM,9442.19
8029,Bárbara Garcia,19,F,MT,6358.34
8030,Benjamin Ribeiro,21,F,RS,9489.26
8031,Mariah Vasconcelos,65,M,MT,5739.52
8032,Eloá da Rocha,94,M,GO,6045.69
8033,Diogo Leão,49,F,RS,5722.68
8034,Dra. Ana Vitória da Luz,70,M,AP,7229.96
8035,Anna Liz Nogueira,36,F,RR,2687.59
8036,Allana Câmara,41,M,PR,9364.86
8037,Liz Ribeiro,70,F,ES,9179.01
8038,Ravy Montenegro,59,F,SP,8729.41
8039,Daniela Fonseca,81,M,DF,9718.72
8040,Mathias Rezende,37,F,PI,2557.27
8041,Benjamin Mendes,76,F,MG,5812.74
8042,Ana Cecília Vieira,18,M,RS,1236.27
8043,Pedro Henrique Camargo,19,F,RR,8421.98
8044,Zoe Gomes,39,F,PA,3378.29
8045,João Felipe Brito,83,M,RO,6031.95
8046,Raul Borges,31,F,AL,8452.5
8047,Guilherme Martins,76,F,MG,1971.31
8048,Gabriel Fonseca,59,M,TO,9946.86
8049,Gabriela Mendes,34,F,RO,8210.71
8050,Rodrigo Ferreira,72,F,DF,6036.49
8051,Isabela Vieira,65,M,MS,2156.87
8052,Sr. Emanuel Rodrigues,80,M,SE,8653.79
8053,Vitória Montenegro,36,M,DF,3269.63
8054,Ana Julia Fogaça,82,F,PR,2014.9
8055,Kamilly Campos,94,M,MT,6672.88
8056,Dr. Luiz Gustavo Rezende,84,M,CE,1471.47
8057,Paulo Souza,91,F,MA,9414.78
8058,Alice Machado,64,F,DF,2798.85
8059,Ana Luiza Pires,75,M,MS,2950.94
8060,Dr. Josué Albuquerque,97,M,AM,8937.51
8061,Léo Azevedo,84,M,PA,2589.28
8062,Maria Liz Monteiro,58,M,RO,8362.42
8063,Dr. Yan Aparecida,35,M,PA,8394.1
8064,Eduardo Silva,23,M,DF,5581.59
8065,Ana Cecília Nogueira,68,F,MA,9576.31
8066,Arthur Gabriel Castro,27,M,RO,6142.51
8067,Benicio Machado,63,M,SC,5813.21
8068,Ágatha Moreira,51,F,RN,4269.0
8069,Luana Mendonça,83,F,MT,7698.03
8070,Sr. Antony Nunes,76,F,SP,6733.25
8071,Renan Abreu,50,M,GO,9100.73
8072,Henrique Barros,25,F,DF,2878.4
8073,Isabel Pires,79,F,CE,4769.65
8074,Juan Moreira,68,M,MS,8818.95
8075,Mariana Brito,71,F,PA,4474.05
8076,Davi Lucca Dias,25,M,PR,1156.83
8077,Sr. Luiz Otávio Machado,36,M,RS,4080.05
8078,Srta. Lara Novaes,99,M,BA,4543.39
8079,Lívia Aparecida,31,M,CE,5814.86
8080,Antonella Peixoto,97,M,AL,8926.03
8081,Srta. Bárbara Vargas,49,M,AC,7414.71
8082,Vinícius Monteiro,86,M,MS,3141.95
8083,Stella Ferreira,95,F,SP,3807.66
8084,Felipe da Mota,46,M,MA,8816.19
8085,Fernanda Ribeiro,51,F,GO,4108.64
8086,Manuella Nogueira,86,M,PI,1160.77
8087,Sra. Amanda Andrade,20,M,MG,9339.88
8088,Allana da Cruz,71,M,AM,7501.3
8089,Camila Dias,56,F,PA,5888.26
8090,Matheus Sousa,95,M,TO,3592.96
8091,Ana Júlia Campos,99,M,RN,2236.25
8092,Mathias da Luz,31,M,AL,3587.33
8093,Isabella Mendonça,42,M,ES,7822.52
8094,Laura Vargas,57,F,RO,2186.64
8095,Raul Ferreira,85,M,RR,3958.7
8096,Erick Correia,53,F,GO,2969.75
8097,Benicio Sousa,31,F,AP,8410.67
8098,Calebe Ramos,57,F,BA,7585.89
8099,Gael Moura,20,M,SP,6907.28
8100,Eloá Nunes,87,F,AL,4307.19
8101,Ana Cecília Azevedo,82,M,MG,4139.96
8102,Nicolas Costa,54,M,RN,2673.74
8103,Carolina Barbosa,33,M,DF,1433.77
8104,Apollo Costela,49,F,GO,4526.67
8105,Felipe Gomes,58,M,PR,1442.92
8106,Maria Julia Lima,22,M,AM,6388.94
8107,Ana Carolina Albuquerque,27,M,CE,7285.3
8108,Bernardo Montenegro,40,F,MA,9566.16
8109,Nicolas da Rocha,37,F,SE,1873.28
8110,Sra. Eloah Cirino,55,M,MG,4704.56
8111,Maria Luísa Ramos,21,M,PE,1794.35
8112,Igor Vargas,59,M,PE,3841.74
8113,Otávio Vieira,59,M,BA,5519.34
8114,Marina Cavalcanti,72,F,AM,4098.8
8115,Kamilly Andrade,46,M,SC,5239.6
8116,Nathan Moreira,54,M,SC,1248.97
8117,Srta. Caroline Moraes,98,M,AP,9674.77
8118,Nicole Vieira,52,M,PB,9357.68
8119,Bento Mendonça,39,F,SC,4938.04
8120,Ester da Rocha,35,F,RS,5178.8
8121,Breno Marques,43,F,PA,5621.79
8122,Isabela Ribeiro,18,M,PB,4208.31
8123,Davi Moura,89,F,AC,2006.95
8124,Lívia Vieira,53,F,DF,5701.66
8125,Sra. Fernanda Correia,81,M,PE,1832.56
8126,Yasmin Gonçalves,20,F,TO,6878.38
8127,Leandro Borges,83,M,PA,9858.91
8128,Dra. Maria Julia Brito,78,M,MG,6920.19
8129,Maria Flor Macedo,60,F,AP,3604.26
8130,Maria Luísa Rocha,74,M,MG,8476.72
8131,Rafaela Pastor,54,M,MS,4544.29
8132,Larissa Siqueira,100,F,PE,4203.84
8133,Brenda Souza,36,F,PB,6736.16
8134,Ana Luiza Mendonça,19,M,CE,5195.28
8135,Dr. Josué Garcia,30,F,RN,4623.22
8136,Sr. João Vitor da Cunha,76,M,PI,3369.72
8137,Heloísa da Cruz,92,F,ES,5580.43
8138,Diego Oliveira,21,M,PE,8646.5
8139,Sra. Maysa Monteiro,94,M,PE,1414.22
8140,Maitê da Cunha,77,F,TO,3961.89
8141,Raul Nunes,19,M,PR,9467.13
8142,Heloisa Caldeira,36,F,DF,7218.38
8143,Natália Aparecida,23,F,SP,7684.1
8144,Breno Mendonça,61,M,MS,8062.19
8145,Kaique Brito,100,M,MA,3453.04
8146,Hellena Leão,58,M,PB,3226.23
8147,Melissa Mendes,77,F,PB,1008.98
8148,Milena Gomes,93,M,BA,6196.85
8149,Sr. Thales da Cruz,61,F,DF,8757.53
8150,Noah Pinto,72,M,SP,7457.83
8151,Diogo Dias,55,M,RO,1862.22
8152,Nathan da Rosa,97,F,AP,8926.81
8153,Sophia Rios,56,F,SP,9318.66
8154,Sr. Carlos Eduardo Carvalho,20,M,PA,1439.32
8155,Cecilia Novais,57,M,RS,4492.17
8156,Dra. Gabriela Souza,35,M,RO,7207.3
8157,Alice Câmara,94,M,PB,9696.99
8158,Isaac Pimenta,81,M,BA,5963.5
8159,Bento Azevedo,93,M,TO,2307.42
8160,Maria Isis Nunes,59,F,RS,6658.86
8161,Sr. Caleb Alves,100,F,RS,3912.04
8162,Isadora Novais,61,M,MA,3498.28
8163,Vitor Sales,97,F,RJ,7522.73
8164,Antônio da Rosa,35,F,PI,4791.33
8165,Melina Borges,87,M,GO,3839.09
8166,Fernando Sales,47,F,SP,5832.67
8167,Cauã Viana,39,M,RS,7775.99
8168,Luiz Fernando Barbosa,26,M,RN,1901.56
8169,Sr. Guilherme Oliveira,43,M,RO,2288.49
8170,Sarah Vasconcelos,77,M,SE,9128.54
8171,Sara da Paz,93,M,AP,8009.87
8172,Ana Laura Lopes,82,M,GO,1874.75
8173,Luan Cassiano,31,F,RR,7383.41
8174,Dra. Lara Leão,81,M,RN,5011.05
8175,Heloisa Alves,18,F,PA,3718.46
8176,Dante Fogaça,31,M,PR,6128.53
8177,Antony Pimenta,69,M,MS,7618.21
8178,Apollo da Luz,60,M,CE,1319.27
8179,Paulo Cardoso,44,F,RN,3025.39
8180,Davi Lucca Almeida,63,M,ES,4981.49
8181,Sra. Clarice Macedo,56,M,MA,5907.17
8182,Luiz Otávio das Neves,89,F,RR,1210.43
8183,Ester Moreira,54,F,AM,5251.66
8184,Luana Cirino,37,F,TO,4685.88
8185,Antônio Aragão,64,F,RJ,6742.94
8186,Sra. Ana Beatriz Oliveira,100,F,PR,6676.9
8187,Felipe Lopes,78,M,RN,8816.54
8188,João Vitor Nunes,64,M,SP,5943.45
8189,Pietra Marques,33,F,AP,2511.97
8190,Daniel Nascimento,23,F,SE,4780.75
8191,Maysa Freitas,85,M,PA,9518.81
8192,Dra. Ayla Leão,64,F,PR,4263.31
8193,Dr. Kevin da Costa,81,M,RN,3860.61
8194,Gael da Luz,85,F,ES,8356.49
8195,Catarina Pires,38,M,SE,2256.17
8196,Yan Cunha,75,M,AC,9322.41
8197,Cauã Almeida,39,M,CE,2863.28
8198,Carolina da Cruz,75,F,ES,5521.07
8199,Yasmin Rios,38,M,PR,8311.74
8200,Gabriela Cunha,40,F,RR,2913.22
8201,Pedro Lucas Viana,88,F,RO,6225.71
8202,Laís da Rocha,57,F,SE,4800.68
8203,Sra. Mariane Martins,19,F,BA,1911.79
8204,Noah Ramos,18,F,PB,1024.84
8205,Daniela Cassiano,79,F,SE,8926.35
8206,Renan Vargas,45,F,ES,9397.11
8207,Diego Santos,65,F,PI,4850.85
8208,Diogo da Mata,21,F,SC,4288.76
8209,Davi Lucas da Mota,20,M,MA,2417.75
8210,Paulo Costa,56,F,GO,7303.42
8211,José Pedro Ribeiro,86,F,RJ,3761.43
8212,Alícia Sampaio,96,M,MT,4843.27
8213,Fernanda Fernandes,18,F,RR,2349.26
8214,Lívia Ferreira,41,M,DF,6222.79
8215,Emanuella Martins,43,F,MG,7650.46
8216,Sra. Zoe Caldeira,19,M,MA,9420.75
8217,Apollo da Cunha,29,M,SE,3306.04
8218,Srta. Aylla Duarte,98,F,PB,3473.67
8219,Sofia Nunes,69,M,BA,6174.88
8220,Luiz Fernando das Neves,91,M,SP,4154.15
8221,Alice Silveira,51,F,PA,3366.75
8222,Dra. Ana Vitória Gomes,37,M,AM,1683.86
8223,Sr. Josué da Mota,66,F,RJ,4878.54
8224,Sr. Valentim Cardoso,38,M,RJ,3090.87
8225,Srta. Lunna Rios,79,F,RN,2060.03
8226,Maria Eduarda Leão,81,F,SE,2990.03
8227,Ravi Lucca Sousa,80,F,RO,4210.11
8228,Marina Cardoso,66,M,AL,3666.33
8229,Ester Rezende,86,F,DF,7580.24
8230,Brayan Vasconcelos,35,F,SE,2608.55
8231,Isaque Freitas,87,M,TO,3967.81
8232,Theodoro Ramos,24,F,TO,7766.53
8233,Fernanda Nogueira,60,M,AC,1181.34
8234,Theodoro Novaes,41,M,MG,4281.7
8235,Thomas da Rosa,44,F,RN,4933.43
8236,Augusto Guerra,90,M,AL,5127.97
8237,Maria Liz Cardoso,59,F,RO,4860.85
8238,Cauê Cirino,78,M,RO,6684.85
8239,Zoe Machado,80,F,BA,2992.37
8240,Luiz Gustavo Vargas,54,F,AC,9599.58
8241,Srta. Aylla Campos,93,F,PI,3062.78
8242,Maria Clara Carvalho,71,M,RS,6044.66
8243,Maria Julia Fonseca,36,M,PI,3978.9
8244,Ana Luiza Vargas,56,F,AM,2815.84
8245,Nicole Cassiano,89,M,MG,1939.72
8246,Erick Barbosa,28,M,MS,1175.22
8247,João Pedro Fernandes,98,M,AP,9430.25
8248,Allana Dias,29,M,GO,6571.42
8249,Paulo Duarte,69,F,CE,4065.79
8250,Bruno Alves,51,M,MT,5612.53
8251,Eloah Fernandes,29,F,SP,4115.38
8252,Carlos Eduardo da Rocha,49,M,AP,2015.85
8253,Ian Vargas,81,F,BA,6119.22
8254,Ana Laura Marques,63,F,RO,7415.62
8255,Sofia Cavalcante,49,F,SE,1538.86
8256,João Barros,43,F,MT,4052.02
8257,Raul Barros,66,F,DF,4542.75
8258,Alícia Barbosa,90,F,AP,8376.6
8259,Valentina Azevedo,69,F,AM,4402.69
8260,Srta. Bianca Sá,22,M,AC,6557.81
8261,Ana Liz Macedo,84,F,RR,9778.6
8262,Juan Martins,32,M,TO,2339.31
8263,Dr. Lucas Sousa,65,M,SC,4843.58
8264,Dr. Luigi Teixeira,79,M,AC,2347.83
8265,Emanuelly Siqueira,89,M,PE,9510.68
8266,Ana Carolina Ferreira,70,F,AP,9211.7
8267,Bianca Vieira,62,M,MG,2847.31
8268,Thomas Cardoso,87,F,PR,7515.03
8269,Milena Marques,33,F,MA,8100.06
8270,Stephany Rodrigues,83,F,SE,1634.95
8271,Sara da Luz,38,M,PI,5700.68
8272,Luna Abreu,80,F,GO,7849.21
8273,Kevin Pacheco,35,M,PE,1657.23
8274,Sra. Maria Julia Silveira,94,F,CE,4059.35
8275,Arthur Dias,33,F,GO,6845.15
8276,Enzo Aparecida,87,M,MS,9388.95
8277,Daniel Martins,32,F,DF,2389.82
8278,Thiago Gomes,81,F,AP,2595.81
8279,Dr. João Pedro Cassiano,21,F,RS,1610.23
8280,Maria Sophia Cavalcanti,33,M,BA,6075.91
8281,Sra. Isabella Campos,52,M,AM,9944.99
8282,Anthony Gabriel da Costa,70,F,MG,7660.04
8283,Dra. Ana Barros,36,F,AM,7531.2
8284,João Miguel Cardoso,85,M,MA,9749.93
8285,Dr. Lorenzo Machado,78,M,TO,5402.17
8286,Antônio Cunha,42,M,MA,9621.41
8287,Milena da Conceição,84,F,TO,3374.77
8288,Ana Lívia Castro,54,F,AM,3144.8
8289,Clarice Ramos,61,M,BA,8897.57
8290,Rodrigo Duarte,48,F,MS,1108.18
8291,Lucas Duarte,34,F,RR,1884.69
8292,Sr. Luiz Felipe Porto,35,M,RR,2517.83
8293,Hadassa Sampaio,78,M,CE,6004.21
8294,Valentina Cavalcante,94,M,GO,9848.09
8295,Pedro Miguel Pacheco,36,M,TO,1387.26
8296,Sophia Santos,100,M,PB,7567.29
8297,Srta. Isis Teixeira,76,M,SE,1176.97
8298,Ana Clara Pacheco,68,M,CE,2053.76
8299,Rhavi Silveira,34,F,AL,4043.36
8300,Luiz Otávio Pereira,59,M,BA,9850.27
8301,Bárbara Montenegro,77,F,DF,2690.09
8302,Asafe Santos,87,F,SE,1002.39
8303,Renan Porto,62,F,RN,9751.31
8304,Ana Beatriz Pacheco,43,F,SE,7513.83
8305,Pedro Miguel Moraes,54,M,PE,8046.65
8306,Ágatha Costela,85,M,AC,3405.64
8307,Laís Melo,66,F,MS,5598.8
8308,Aylla Nogueira,46,M,PA,8964.56
8309,Vinicius Abreu,58,M,MS,7031.39
8310,Dr. Apollo Cavalcante,30,F,GO,5363.23
8311,Amanda Caldeira,56,F,PR,4527.61
8312,Kamilly Gomes,41,M,RJ,8394.49
8313,Hadassa Garcia,99,M,SC,3737.84
8314,Rhavi Pires,41,M,ES,5215.84
8315,Rebeca Aparecida,55,F,PI,7756.25
8316,Davi Lucca Fogaça,51,M,SE,9727.7
8317,Joana Porto,33,M,RJ,7909.74
8318,Ravy Castro,26,F,PB,3311.83
8319,Alice da Cruz,22,F,DF,4843.28
8320,Eloah Rodrigues,48,F,MA,9472.87
8321,Pedro Lucas Casa Grande,32,M,GO,5440.82
8322,Benjamin da Mota,24,M,SE,3050.97
8323,Luiz Felipe Macedo,75,M,RR,8778.24
8324,Pietra da Conceição,31,M,RJ,4908.5
8325,Antonella Barbosa,65,F,BA,7788.06
8326,Ana Cecília Cassiano,35,M,RN,4406.45
8327,Isabella Freitas,53,F,RO,4037.4
8328,Jade Albuquerque,57,M,SP,6547.45
8329,Guilherme Pereira,57,F,GO,2177.84
8330,Emilly Martins,86,M,SP,3058.7
8331,Dr. Ravi Fonseca,46,F,AP,2903.25
8332,Ravy Azevedo,44,M,RJ,9609.44
8333,Maria Isis Pinto,83,F,MS,2344.32
8334,Sarah Cassiano,48,F,PI,6978.22
8335,Otto Sousa,58,M,MT,4357.41
8336,Thales Barbosa,28,F,MS,1945.87
8337,Bryan Macedo,30,F,GO,9104.65
8338,Elisa Duarte,53,M,PE,3403.36
8339,Breno Campos,81,M,AP,8841.85
8340,Sra. Eduarda Montenegro,32,M,RO,9494.89
8341,Pietra Fonseca,89,F,DF,3310.39
8342,Lívia Pinto,51,F,CE,3608.16
8343,Melina Araújo,54,M,SC,1659.64
8344,Fernando Cirino,64,M,SC,1689.2
8345,Diogo Fernandes,99,M,DF,4426.73
8346,Lavínia Cavalcanti,42,F,DF,6450.05
8347,Sr. Thomas Fonseca,64,M,AL,1920.25
8348,Samuel Casa Grande,21,M,RJ,2457.94
8349,Dra. Maria Alice Gomes,79,F,MT,4833.89
8350,Sr. Vinicius Marques,84,F,RO,5488.44
8351,Ana Julia Borges,58,F,BA,8023.0
8352,Eduardo Viana,88,M,AM,2019.09
8353,Mathias Nogueira,97,M,PA,1537.9
8354,Gael Henrique da Mata,95,M,SC,5894.3
8355,Sarah Araújo,65,F,RN,2666.04
8356,Dra. Evelyn Moreira,83,M,PE,6997.92
8357,Sra. Maria Luiza Fonseca,92,M,AP,3394.35
8358,Pedro Lucas Rios,97,M,ES,1251.32
8359,Emanuel Ribeiro,53,M,PR,1799.9
8360,Diogo Andrade,98,F,SE,2936.38
8361,Bárbara Almeida,22,M,BA,2955.26
8362,João Vasconcelos,99,M,BA,2605.49
8363,Lavínia Campos,35,F,AM,3586.78
8364,Maria Clara Marques,47,F,TO,1088.06
8365,Milena Gonçalves,20,F,RJ,1347.57
8366,Zoe Barros,31,M,MG,2640.67
8367,Rebeca Peixoto,32,M,AC,7086.01
8368,Erick Rios,42,F,SC,9049.95
8369,Sra. Isis Cardoso,49,F,DF,8341.27
8370,Srta. Alice da Mota,33,F,MT,5646.06
8371,Arthur Oliveira,68,M,AM,3925.35
8372,Benicio Almeida,44,M,ES,1378.33
8373,Ana Sophia Aparecida,53,M,PA,9425.18
8374,Benício Pacheco,81,F,MG,5436.08
8375,Davi Lucas Ramos,88,M,AL,1423.95
8376,João Gabriel Almeida,19,F,PB,5205.24
8377,Lorena da Cruz,88,F,MT,4788.16
8378,Breno da Paz,19,M,MT,1323.85
8379,Lucas Gabriel da Costa,86,F,CE,9841.63
8380,Ana Luiza Almeida,94,M,AM,3048.58
8381,Cecília Andrade,95,F,PR,4633.69
8382,Diego Silva,80,F,SP,9350.5
8383,Elisa Vargas,88,M,TO,3572.15
8384,Sabrina Nascimento,77,F,RR,6901.04
8385,Liz da Mata,48,M,PB,5886.83
8386,Emilly Gomes,82,F,RR,2403.83
8387,Ravy Carvalho,24,M,BA,6800.74
8388,Vitória Correia,94,M,TO,2961.74
8389,Vicente Pimenta,95,M,SC,5759.68
8390,Emilly Casa Grande,44,M,ES,4973.78
8391,Pedro Henrique Vieira,34,F,RR,5502.28
8392,Sr. Kevin Freitas,30,M,DF,4103.85
8393,Vitor da Paz,89,M,PR,2133.48
8394,Allana Viana,19,F,AP,1436.14
8395,Luigi Mendonça,30,F,SC,3846.46
8396,Thomas Pires,79,M,SE,5419.08
8397,Sr. Diego Vasconcelos,65,F,SP,6054.36
8398,Zoe Fernandes,94,M,CE,9132.86
8399,Josué Pastor,58,F,PE,2383.27
8400,Cauê Alves,18,F,PR,6587.78
8401,Catarina Montenegro,98,F,RR,6569.05
